address,allocation
0x3c30e53c4f404e2ceb9b2a017c66f1645b5eadf5,400.7561572
0xd0a9c8515c67d3a2bb2a41a1aab2eb799552d3d5,400.7561572
0xd9da9595d6524e38dfd3f37c15d2861e7c8c3143,400
0xec28aa95c44b07c8f523b772eea9b939e7fc47ff,400
0x4adc61af750f5f2c982120c08da703647f653699,400
0x8a1b19fb7e123f2cae604089750c9b70f1b239ca,400
0xa548d079c103b43bf4ede1dcd4efd2d97601af18,400
0xfbaaf29e38f8f815a5ec63b259645d9f26d7a6f5,400
0x55f2d6731527ed2af75b16708100e9ea04cd3ca2,400
0x5c76c5484e651c6c589b0c4a8fc4d5b2ec248b98,400
0x007dd5b5d5c6999cda7ba6af036feebef81ac173,400
0xc9c250e5ad2a8784be532866259efb77a407927c,400
0xe89998b140c851d2e995b6af636e9d29bdda7253,400
0xbd1ac9cbc213c0a83222278b119d6b94ed77e2a2,400
0xce01cb38251b6b5cff5d5ba1a20119c06fb3aa77,400
0x9c5a63facdbb11b015ce2ad176cf4665af6037a1,400
0xd337248520c34fe861588c4daeaaac331af9bc94,400
0xc6afff43a08a3311ad33562fbe259396be478064,400
0x433617d8e932706a5eed1f3886bbd58c6bb5b545,400
0xf5f7bdbe93076cf0d6245f70b7d6a2abf9ff7f4d,400
0xc864fe2cf1b4f00533ae4636051d5ef61b960906,400
0xe60460e68e68da128f4268da215e3e1d49a1b1b8,400
0x7f03821d6547a7d48876a13ee1b96cf78716516d,400
0x97002aad5534a578381a766ac2b40fc9f4babd49,400
0x9ddaa9bf09d7ea03fc3c2b1dfc8047ce2eea40cc,400
0x2b501179a5ed2099d56b2566921685e7bee9ca83,400
0xaaed386793ab35b6ffb17c8006242f8a325524d8,400
0x35eadff1b9ae182c05f2823f7f0adeba123e5a31,400
0xc0abf158cc15b960b30652cdcafbba807faba99c,400
0x74de89bc25e362359ea441e87ba6208df95e03f9,400
0x7265e59d598afb6bb06adb744f623c4bc0d68d76,400
0x83cc43713e28a9758e112d39b76edd7a7fac4ad1,400
0x65533334874558441de47caf9cb675a5833e3677,400
0xa0f75d5368fa62cf563ffdb0ce09eadc426c5fbf,400
0x39861a2f814267bbe04ac836140d48525c3c78a1,400
0x8cb8aefb2ee2dff938969df661a941c1b4de700e,400
0x3fb8a7cd06ee25dc6ee881a28888d9f30f927f92,400
0xf93dcb8ca18f2258399ef828a79bb76ca4c1b762,400
0xa93a894ee96602e145ccd9b3e16730dfdf913195,400
0x23d6ce670fea94019a474ba1d0fd6880b87ff40c,400
0x3e64d5fcb2e1503f20a1ae4f0e68ca8873c3159a,400
0x69a1fe8fa87883ef83d5a7b9d63e5f0fdadf578a,400
0x8343c90cdc9804dfe681f3fba0b5931119cf6d61,400
0x39f421d2c902802343e2ca93c29aac59d8255313,400
0x365644d3e3f90fa2b083cfb5c55ec4a871a71315,400
0x00ae92c23ab0e8e8e8206331f9fb71ded58e717d,400
0x545f7173bc5ffb8a81acd4f63d7c24febe94672b,400
0x3d5282bc653b69a04955dab5c79360e8286156ca,400
0x40133c2d467527873fc609480696da6e1d8db87f,400
0x26e74163db9c8c18ae70fcdbe14e7fba3788d1eb,400
0x2900a14f4ae5d76d45b5f1d2af55ece665cb6e46,400
0xbd9e2df06073cc7ae22b338817a7c4deb3c037df,400
0x42e35bb4a1a2e644971962ec76376dda3467a5d8,400
0x7e2c6b20f035ac92d0db55a1d3427efdef7f5624,400
0xf906821127d144bcd70ff557802ec4ae4cd224de,400
0xee5719f846ec0c63a82bbf222c0b99672cc26d9a,400
0xb83890bb593b3fb7d7111025d7a8570e327d5da3,400
0xe2e745287073dd463aecced9a3d730c35044b273,400
0x2a8205b77d281d3afbc77cb08cb15527ea9c863b,400
0x080c32e475774a12023115f0856e50bd6748c14c,400
0xcd94b10c8167f62fd127f1f64a5b8c656a849ccb,400
0x12b47e2b9aa2ea202aa5ec75ac9e7875205ab9f9,400
0xbed082e7660acc9d6e5301234cb3e32a949b8989,400
0x793f9ce82e152466911c48c8df02691bf2453c42,400
0xf75a995881bae86751401c4225fc220a4f6855cb,400
0x96393b4d8abe96025613f9758110fe8aa83ea141,400
0xfbb8defda602ea610b392536bcb37c7a86d4d6e4,400
0x343e553a6b0e43a4359c25ff85c0e60875267617,400
0xdc98136bb2ed0e24b9f57bc5128d4a7f933e9afe,400
0x97e81a568681dbc4ad5aab64fbdcf84c8c7baed9,400
0xe3a5dd41d9fef9249433bb6fad17eaa159e1cd54,400
0x21430bb354bf6b1268fbb790071742da7e089188,400
0x222657d567f2bfdcc61b56e934110b74c21cd2cd,400
0xff6d2efb216e80e735af6473093f2231df0f9934,400
0xd1852166b42863ae65c2331304ad338a7c475de6,400
0xc2cd8542f7c974361e748c17483ee52178a4b026,400
0x0a83dbc9e408e18a5e2519816e6556053ca0e0ff,400
0x1a95b486be57dec5e6a89c4aff52425668306e66,400
0x7922a318a77a9f8f5932d9ef753c8c3d8c998560,400
0xcc733ba75ba69b62c0ec70b8d4fc3ea10efaed26,400
0x38dfb8a9407481ffa6d2d1a747a5f6177234c49a,400
0x304db5227bac08279e8b6b54c735a237869a492e,400
0x3e724e801fc50587a4fc3724261fc12c3d785724,400
0x265a73891860e35e67d3c85e76ca751ecf7492d3,400
0x0af8fa8728d5b87e4cea2f19ac4ff350ee36cb71,400
0x0665c1fd64fa4fb0c2a93ff538fb19ae44a7d9b3,400
0xb4e819789c154b0c7ddb74e0a11c4fe1ea259e04,400
0x67b8dafaef4767168b9bade4839a64475e36464c,400
0x437b6642ad84d9b5ded7980ab4648334f2f04596,400
0x6ab37c44aa89b574c19a6bdc653186b6937b0e99,400
0x3c031785e4b00c28a95c245474fcf41e981b19bc,400
0x3742475e3b83945447b91a8ae426cb7f3bb2eba6,400
0x081543dc6b721d5de1f530ecb263f0ce6cdb07e9,400
0x41ab2c26cfb6df0c915e643681d0b29626f9833e,400
0xf1079f1f1fb76c829a0be081f2b179da0a8c839f,400
0x70db0960cffa3e900b352058f66e989c0ff41404,400
0x05bfc1cc8c176cc3af85883bc8c686a4421fae75,400
0x760aae8e29981cc4c676e88203c5bf36c37f2995,400
0x21cd6348c9bc4b8e7c4a6079269b1ab27585ae29,400
0xa4f1b55239ab200cf5882c8e8a4227fa12daa3d8,400
0x7bfec6f337aef242c4f9b62ec46960017f908293,400
0x4fbcebb9432a95dcdcd4bb2f4bc4b374d3d539cd,400
0xf8b77d4581b28727e9d934cfd5da608fb4ba44f3,400
0xa36700a991f8a7ccd35085728475ecf7d7b1f287,400
0xbb16ef998dc82eb21cd48e0911c17cef6a1be353,400
0xe84e89b067f58069490622032a3a167d60af91b9,400
0x4660106c0ff36f3fe87faeb189767551d7edca50,400
0xf973c562432749087c8ed919e552d54c5d5ac8c4,400
0x7dcb4efa12166a88c3802ae2c3cf65bde9b47ce5,400
0x45493b2f9b306d9866057d948d902051e4e61548,400
0xe4f48578e54a518f254f9a8a2e4ca685e6f8eb69,400
0x8d25f8a9c2b8b56cb67df4907dbfec37ab7030bd,400
0xbbf0e0c61ec24e7df38e6e8a85a80350bfac0494,400
0x96a217fa8c66312d39d6cd97c02e460ce3936004,400
0x0a5dd62917dcef2051f8aff20022820bb2e8fa1d,400
0x636f09a4729fdf9f4236b74d439c5f624e5d649c,400
0x42786a439c1d9e9993401d80bec9391ba1706175,400
0x6be70492b549c8038466aafd0e51e8c97b08a88f,400
0x43a5dc9559e64e885a5acbee4d6e2355b3a08050,400
0x3beea43b6f9918f643f4d80b2536f1e5276fee8c,400
0xd2e2ae73c1b2c67dfc65b5a8212f6499feed4fc6,400
0x44646f140a3b6be83b6675bbeebf35f1a946500d,400
0xa9e11482b1efd524f8db6c2f97e5f769def36a5e,400
0xe83f95c8ce4cf832fdeb5f5d401e6b9f539ea7ae,400
0x808128463c4f48668735510cbbe887399ec3ef9f,400
0xb3ca84b0eb072b87c362ca71ce6e212d078348fa,400
0x7b758cbb68152bb9d5c9f8cbd9e5b3458c2274da,400
0x1bdb1cffcccdf45787f149099a4ec57cbb427974,400
0xeb34906d9812089d83b7cd0d562c86e50fd39c4a,400
0x3e37226392072a4ccef0252a18dca5f2054f6ac4,400
0x998880001e575882cc4e309ccbc52115018044b7,400
0x26d6c9a0ab51f5a98e0237800be0a161caf82b9e,400
0xe4536a19aad46c1c24a5d404f52f6a9f79c04b1e,400
0xfd1126d363391f3cadda50c82fd0d2f817cbc8c3,400
0x55e381fea88a7263b2d972166221534948789661,400
0xb7c8ad43fc0a1d89886e1d41b13dec553b2baceb,400
0x534ae3d469ae665e6744d78554e1d2ce215aeaa4,400
0x3c90b9a9ea1846d3526063c96e798b349214b0ee,400
0xaae628452da6c3b9d04d81987eff3821cb7f8d42,400
0xab5f216dcb1923ed5147cc5793a6cd364ac0d7a7,400
0x1e0c2938b3f9211bfb5f32904d0e844389a08b87,400
0xd8bab1966d8540e40ddc3742981a9352d8583437,400
0xeecd5dcefcd113b8902107381e6feba018ccc7a7,400
0xb9d7f2e1f18a4cc4cecdcee1f7ab75f3d3c00a5e,400
0x14c2c6bba5d373d4023cc5998d4cb9cdb0cc075d,400
0x29f2815129c09cef7b21b5fdbabffa6d0b3ebe7e,400
0xe4ae4ddc34457b0ce5077c81ba22d9c4f825c93d,400
0xfdc08ba9e6a0294720964b6b6bbfcd47eb020615,400
0xca7a4b0977e074ae4a757e0f52a23c670a5c758b,400
0x2e842f6ffa76e4ff21e06a3ba1f11e707c2874ea,400
0xfbf3a5111ae82e31828c1a63ca3885a4949c251a,400
0xde982d8cd1d285dd9267d70bc7a3ab6d401518c9,400
0x281c84889e7e0fe5fb5a00bb955c595771c95126,400
0x038f04b5ed74e851730b943ed9c53bc4f794d7bd,400
0xf17355ed78e725394e9682f5f936a908ae54f91a,400
0xef7535beb92885bc86ea73092bae56ea2b0adc2e,400
0x619cd08d561258e6002da203424fb70d526b294b,400
0x723551b41b4505e6cd950198a10a2e133f6078f6,400
0x833607f735469c45d7aeb408a8a02e58e099efa2,400
0x4407836340893f22697e7a751ff1574afbe3e0a9,400
0xc4792b80ada7445591abdaff2324049524db8705,400
0x86daccc8ec94da0a4370f84c1b3fb0c23cc70866,400
0xc1b0aca57d85d7c6eca1489d40f1ad0d10c2bb54,400
0xb28d240a3b07f0f721689ad46045a8f73c6a8af2,400
0xed0a32dfa1d6627d7c29e5a44e03b131c167ec38,400
0x13f649be9d59675b68048e3230e07ee9abc10d1d,400
0xda18a6245ef36a98c17e0dc668c9f56154b51e15,400
0xfddedd992fc3b3cec21a59f8dc2c1221c5a0ff67,400
0xda9a9062929cc8b55fccaae5330bc600a0a969fb,400
0x68bfd9f47023a615c919ea7933760a6196c0343b,400
0x1d7531ad4ffbf5f42917b7ee4d0a5716eaa834e9,400
0x12d4a10581d4db72a298f582d179d2327db37abe,400
0xf798338270d48a68e5169e5e743a14b783a6552c,400
0x8764858c4f5d8c1019f35d5a81d41d161913a69d,400
0x8b32af452922ed1765b00093111f7e6941004954,572.4
0xc4e1113f9ab2ff58c88e2de74b7d914d2043d48c,572.4
0xc0dae256cbefdeb229dc858dc55d9ca5c2bc0622,393.5168875
0xe845ccd7d6d18e83d19e8d67746742aee9d63fe3,567.8323779
0xbe502f3c548daeebcb0134c6f5ff82b71ac7bc72,391.1295117
0xc09ebef58c33a6eae1888c3a8bad20cb29006e46,565.8323779
0x48ee475f81b69b537e44cc1a130c81a650515e71,563.4
0x083b911c47c7afdc5016f2c34f9cd8eb32bd7129,385.5157959
0x53372390b8d347ec8fc2bced30e6703dfb9ac5a5,383.8914014
0x9193d1e28c7eb1b481808d26f1c7b2753dbd7289,381
0xb2f49c7e27a6964eb66e3247ac330944ec1ca755,556.5459023
0x381d581a5f44e3c66a6b79eeec37476807e67f87,374.1542857
0xed81c9080ae2d99bc55b2102b62187d083d6a56d,721.7529598
0xbbf928065bf0d7ef79ddb0174a69efb3b92037d9,365.4590234
0x4163137eda48ed484ee388469a06d7915a5c661b,364.3237793
0x49307359ef505a52e8634b63877e6b49e7a65dea,364.3237793
0x79bf0f81a3ec067f6a4e0e54a854ee4c2cf14b8c,540.1237793
0xddb57b140804a6a624c24149a01ddee6efc7874d,357.6
0x09b62c454613aa2467609da6aaa172674cefa54d,531.4
0x23069dc385a10fca855be1138fdab200ca5950e0,529.4
0x82173c779eb57f9a1232d365cd0f075c52acd926,529.4
0x8ebdd24ab82cc91710b65add33e54505ccef23eb,527.4
0x60135868c86870f4f33fb4c9d78b8700792d3b4e,527.4
0x3129dc91ca65a45389dc09fffae455f52d5eebca,527.4
0xebcba3c66b0639709ae5a9074af9f1087d680e48,527.4
0x05cfa2901644f872470e0cc29b80704d57876ed6,527.4
0x086138fb080e3f4fb15454f7cb575861d7e357d6,527.4
0xa1e99c4757e19f4483de4f772f97b0507fc6b2e1,527.4
0xf2441e387a2f5b509af11ee65444721386e138dc,347.1459023
0xc01adaa58a9fd77aec48553fbfd3d6eb50257bc9,347
0xd1764868c4e2cef768b52a1dfb0d6a012efb8be2,342.7618896
0x052b6ad674e78a7b9109c3bf022d05a0aeac7f5e,340.1459023
0x6e9581bc9417a2d8f4f4e2fec5ad2376cff46205,340
0x5540cc53635d26bada8dc3046c92248414219220,339.8914014
0xe615e013b295a332d5a35e3fb6712d6c729132a0,330.5
0x2cc2dbcf1b990f9229045bd5ae89236c857bf68e,330
0xb4d67b2240e52c52ed703c14c65b7d56078307f1,327.8914014
0x757f209824901eccf6231c51b52deb57d909cd0f,324.1459023
0xc34732a8a23019ffdd5ac87604aa7592aa43ac77,324.1459023
0x4d8136fba6ac879a0fdfee9d67c3d79fe5995a04,322.1459023
0xa2b80fb478724d1461ba292e6b99a5423e4ddf8c,316
0xfa5f5ab5e3fe8149a33efdd1ed9dd9ab57ad7fe7,300
0x5bbda203d20d8d479a3bf4543f4d64e9f0ee2cec,299.6
0xfe1f407e2107e8c2c5c2ed6eb99ed921cefd424a,299.4323779
0x5b0afd3a40ea3aa54e978d03d7ef0d7648b481a7,298
0xf3eaa230f95fcd74ad6b19de6a7127647bdc0931,297
0x04c59314f7fbcdc5794c997aa7fe5327a628cb12,296
0xb93880a70b5c9dfdf9706684ac87196a9807f50b,295.5942676
0x02934e22c3183cbac3ff7250dbbf0dabb9031f01,294
0x18c62470765d168ef531674700376a0f7a8b3b24,294
0x582cf68eaaf8e169fcb445dcbbfcf05d9c5df6d0,293
0xaf57208d17cd57dd5db5566b8b125482eb32846c,293
0x67099592f0cb0b5fd5624fe0a8bae5ebfc716367,293
0x078ca3a2e2bda8325e99458c4c0be802db28d8ff,293
0x0ef4f2dc7b7dc6a222aa2a06599135b2c7e57629,292.4590234
0x017bff07958b7fbd42d049501dc389aa6ea9a882,291.4590234
0x01bb22c26886ac8c1d44f8e7805460de1d6a248c,291.4590234
0x023e9584b17eb20348fd026548f64a10773b1577,291.4590234
0x04c27c14aed553f91ecb6a2deae288c670199ee3,291.4590234
0x0780e1fd71d5b6f3d79c5eb2f442a0fc22a4b93d,291.4590234
0x090598219aac7234fdcf83287210cb653e6452a1,291.4590234
0x0c7ac14ffef361c1574f6afcb97acd985b7d9720,291.4590234
0x0e75fdbbd839a66e47aa7af808778dedaf974e63,291.4590234
0x16188c08545fc6f32523305276cf4d1f5cebb98a,291.4590234
0x18cee44b901bac798ee261d7590038bc4d433053,291.4590234
0x212f59eef6886ebbc026a882869c24facdf835e0,291.4590234
0x2b581f7d36a9c78f18ebe821467f3dd28c23a5f6,291.4590234
0x3922ea3e07bbb5bb7a976bb08cf9b8e99744672c,291.4590234
0xa41048255e4e9e9d6be7ea68db16c50878302404,291.4590234
0x51bf91b5096e70713d5eff5c1a95d9ec1ccf0500,288.5385714
0xeb53d2b7137d38ae451b9b6a2d1e073a1022f995,287.6923828
0xea38b65075a12ba4b9ee1642e7f889e1fa6e226b,286.3959023
0x9797d86a76f72d06622feb905a962309c6e4f8bd,637.9349688
0x2f0f986070138c2df6f76fea01da5e91a93935d5,286
0xc22596d84ac1ec18c911ccb18edfffbc51a0869c,282.4742676
0xb4930d2aa4cc21a4950c268343e2a9bd214f818b,281.28
0x570a977847a1b98a2e23cc4cb05e71046d1234de,1048.088038
0x2dc3e9a249d3394fc451de9e8b26220337a26981,275
0x4fa20b90ec290169f74232d0c53611fcd88fee47,273.2971338
0xe41eead6266deabdb43dcab0be52ee40df2026eb,352.2965717
0xf31a3be6bf35f18432a49d29d3e8f042ebf1a353,264
0xfb45663cccc5c6601c7fc8b4de8404e2cf6e2e3d,260
0x82b0b045bc0a387723cf9c41be9b03a392712a2c,252.2971338
0x7e5d78bcd1169882833215b8a6b91d56e192ebe2,599.3401699
0xa2be43ba30a5960a009e27afeaecd2184c4a77de,243.5942676
0xe51540f72f9bcd25559d7438fd91296f560d8ec4,241.7618896
0x3aeb3993fc4d66f770ddb4b9567c44231fc28364,236.4323779
0x9f6c00f94e0c7cf6a6c4977716b928ac494e33ad,235.1247607
0x5e59be8b9bce23fa858ff0285385c37067767c19,234.4
0x7805d62e75772b7e8b67fc16bb37e356e8141fc6,406.5459023
0xd900989aed776be8aa0145c882610a01390c562f,230.6680598
0x3235052605a99eb38ed743283279066739beea9a,230
0xb6636526c005a7c493b360ba141694f9e493182e,229.5942676
0x161d08a0eaf77a38b03bdbbe9edbd352482dbf8f,405.15
0xc5a4733cf6565e0ccb7f94c607feddf049309cda,227.5942676
0xefaddcbf855e9d52069dca0abe7918eed1648647,226.5942676
0x18ed02a4093da6a137f988036cec878a943fd949,223.5942676
0xbda6d7f0effdf78bd47043a614b8b380959df979,223.1618896
0x96080155dd976e98305fa9aea96834a03abda864,220.5942676
0x03df22fbd79d47f79144f05f15259e3d3ec970e7,220.5884766
0x000d1b73fc93b296220f800b141e958e1dae6728,218.5942676
0x018660e330f8fc2743b9cf2452cb59d5b6028e94,218.5942676
0x0224db794707d8485c2fb166c62f903c6a0e3bde,218.5942676
0x02811539349ff016d3234deb12167437d6b025c3,218.5942676
0x04d3af460e8da4e1095537627c265281fa593cb1,218.5942676
0x0799e023c639cb2ffeb4b113014d865da7835cbf,218.5942676
0x09371e700de864915fd98d6bdb9f13df3aada741,218.5942676
0x0c99addc3497ef96b4e10ec32ef95eff2ffb6f36,218.5942676
0x0e871d7f46d2306c3d2fedbafb9c39df06d204bf,218.5942676
0x1732dfc39f609c078e0151a921cfe268ca94434a,218.5942676
0x1b9ffdaceec0e8c3d7279a7bfa860cf77c7428ff,218.5942676
0x21675e3383931f02ace0dfb87b827f70b65c3ab9,218.5942676
0x2c0a08d978252b37e3763c59319d65d6c0ef3a0c,218.5942676
0x39e904eab11aca2096bfeb864a7c9f799e1dad64,218.5942676
0x64cae25233f9df376a71cda23cddc5c3bc675541,218.5942676
0x33f643d57041f2fa57f28783c63276661d0e00db,412
0x50d66ccf759b6986eb184eaa0bea867fbc88b40a,209.6095117
0x10b38edd50b6dd9ee45cdc948ee2e0c404bae2e8,208.6323779
0xca2caf2db9c5dc78be401872f1918869c993f9d0,206
0x470fb6944df3f6e1b2e93e1372ed717ab7598834,205
0x9b8c893430cefcaa4b81da9bf0ea5f9171c5097e,204.1618896
0x64dd860058af7ee69f9b9c7ce5f661652f699979,204
0xa5c9e6c3e9adda96a1563e89d30f40a34d0cf6d4,201.1923828
0x4b0a412e81e8fa28b1246cf9bff1a7985e8941a1,200
0x2c380f36549b869b783f057e96f59928b98932fb,198.8
0x87520014c624924b9bbdba15d1ca8bd1c7056474,196.5
0x50aa7b04e2a6c0f81e3272327dabba0ca06ea0a7,196.1618896
0xfcdd25daedc57f2a59fb43fb195791caed2090c5,194.1618896
0xd031c1c853c9d6f42d50aff9e357fe9e78ac9bc5,193.3533322
0x4bad2daf8bcc7139a83033890db9584a652d35ab,193.1618896
0x3ac0ceb9a0079d69e3b79d0d3345cc0253154b38,192.2923828
0xa88f87c907c9de102101f3433dfc1120ae42644c,192.1618896
0xa77bea345a98feef0e1afa9ecdf518378a928b16,192
0x7c5ed35de7b4f0d3731745e70a19e395e9cbcabb,191.75
0xc583490d779ae33395cdcdb1f6a2b08df3932daf,191.1618896
0x339eb2033e2e250fc21b14a78310b41ed0647e37,191.1618896
0xb646f59c44b12b3f0d3cdd93eb0f28bf8f057364,190.1618896
0xa391b2ddf048ecb37b5c65ac414d128071e3c76e,189.6311091
0xe75c6d8973c29deafc43101f7a9dc4321ea4ab8c,189.1618896
0x15a4c3d3d6360f51b0380117e331b94713899177,189.1618896
0x0861ff81b2fd7ec7c194bee2b979cd39c8822958,188.9709494
0x217bf4fff80a5d18b7cfef7d63e9835303e083b1,188.1618896
0x143d4ddfcbc22744f1d937b2c2bffdcf56be02b9,188.1
0x361f20b0a732a8a3ee75718b842256a538c1e62b,188
0xe2ad14f95a07652c8113719334c5e244343cd7bd,314.2
0x0778022cefe91caba5f20cf9f5c1b80613da6f99,185.1618896
0x6e0d237cf01c61d9ca5cb2b544ad07d2527fc19d,184.1618896
0x75e93e048465988f8e47fd50f09180379eea3d4f,184.1618896
0x2ab4a065c6f64973df6195f7dfe486a1d393e248,183.4430361
0xe8f783eabd1c76026d9ea7adcc63cb65589e3a3e,183.1618896
0x9115d64bdc029a78c0dacad8204e09347bbe86a1,183.1618896
0x2943caddad3cf37e39c8aa107dbb3c71be1b9af1,183.1618896
0x162f1c8bbc62843317ff93ada89445526da35717,183.1618896
0x03eb0322fb20f1e59dbd712cad64093ffe82403b,182.1618896
0x058c01131e43b7b8aaa290ddf4191ea3fa3bc57d,182.1618896
0x08b1d90cd417008adea97e3aa89f210472f4eb58,182.1618896
0x0d0eb7056a54ff00d0537c07f82b4b50e92a8c00,182.1618896
0x15778c1dc09dbbfcc0b79090526660a5ec26cd1f,182.1618896
0x1981775f11137e018dcd53956dff2b18234f4613,182.1618896
0x2e6cf30fd7e6f671c34cf351d2ab93322468b30a,182.1618896
0x30c3cbf90ffbe499140de5cd61af986cc5cc2aa2,182.1618896
0x3e1299681b246ec9ed5c08994156048469f5f33c,182.1618896
0x44d8800877a387010f6468e5662c12c4e63f0f19,182.1618896
0x46602a8a5935c77ca3e29018fc0932afa126d98b,182.1618896
0x47975915580502c7934790ace87a28208c940945,182.1618896
0x4bb6bfe9b8d4bda32d152208ff2df4fd053ce27d,182.1618896
0x68ccde8d4af87b6352c010d5841645db95754abd,182.1618896
0x71ed8cae1d7e0f54ab9541ce7c0043513529caaf,182.1618896
0x791ade965614db63b91babe69ea912bca9bd575f,182.1618896
0x8c2aba161f6b63fe9cb01ee18fec83803e5cef1c,182.1618896
0x8d452c1f4bae385b13933c83ecff70d74229915f,182.1618896
0xa53a04acf0ab015c2cf14174c63c842ca90b5f06,182.1618896
0xa6fef19140f9873da5f2409dc2ebb9fb977241c5,182.1618896
0xadfed4202b0f20de1f81e6e331f6d995a4631c5e,182.1618896
0xafac61efc2f7d0e4438864f0ef92f5285521560f,182.1618896
0xb22d09caa0c24e69ab0205aef846cd68ef94f56c,182.1618896
0xc5d59ead4ca942af0ffe97058d38254c29262476,182.1618896
0xc8823fa302d4b3c5c01e19b51538a47ab2971825,182.1618896
0xdd43dd6055a29981a4a8a46ff568c52b9e558d19,182.1618896
0xe322f20738c0d56eb9dbbfceb35f4f7ff24c6acd,182.1618896
0xf48cb5373dbbe3b86ac3145fb37c75fa220429be,182.1618896
0x58ea58212b66a33f566f2333bc5d398fa6f825d9,180.8754141
0x3adc0d492f881924f45daddcfc11c36ecbd37201,179.8
0x3079d6a37e6128cbdceab4043ef43d9cd36af713,177.877048
0xb88dfb603224a661d9fc451db690985f23c53f13,176
0xd2ef2041b6e774fe5f6a5e1a4b7e9229dbc3204e,175.4
0xfb21b964cf7f9133a49d590f5d86a4ef6a3889c5,174.8754141
0x08ee5534e4904aa00640a9ef5b220d05b604cb28,174.6157143
0x4cecd5ddd35d085fece94a6cb695f3e36c670767,173.8971338
0xc34dd530486922d7e50686c2a4776467ede3298c,345
0x227959fba135522648564897bddd16fbcad86105,167.8971338
0x36713ec3600cbe45c62f6bcb3bc1a410a2ae6028,164.2971338
0x61462c516e3d50970fce8861e78b31ae02efe422,153.6618896
0x0010ea9fdc248aa69f224eaef5a74206100d70e8,145.7295117
0x01e58dfddde18bc7ab7935d585ffaef4a797852b,145.7295117
0x029556c471db754f171bce38da07b9e28aaf071d,145.7295117
0x03862ab0cb8e2cb35b56d318b932e43e20876bd4,145.7295117
0x0502dd1858d51911aff9ae85b00019cb69b3a25a,145.7295117
0x07d60e96be6eb2d65c9820eda87e38f6a1af06ea,145.7295117
0x097fbba2912555076d3266794460ce9617b262ec,145.7295117
0x0a9f51905994e4bc44af3ca69021a161832ab506,145.7295117
0x0cd02fa553c36ff22fc13f889b86ac581f05aa04,145.7295117
0x0f4380ea61f76a811ba16d1150864068901b8e8b,145.7295117
0x1925d9089ca21278a63c97344a0289b9e3a569cf,145.7295117
0x1c598b9ce6c62e50f865863cb8f7de78272d7e93,145.7295117
0x21856ac1a94fb24d54dc2dff1500372a1fbe1ab4,145.7295117
0x2cbb8bb8e1a47cd71668f697c8788da987b895a7,145.7295117
0x3d50903124d50a9ea92f68ca13b290a6ad1fbd7a,145.7295117
0x7fc46de7477fbf4fce71f8c85c477e8a1c8581aa,145.7295117
0x9618e61af1358155a35aed49c0cb1f86c5be6191,145.7295117
0xada1d6af9cbd228d259b5946f1bee9330d9920e2,145.7295117
0xb20337753021b2da21365b80c07791cd99782767,321.5295117
0xbfe0f5cdb1096630b96e3db0f7c8307afb350697,145.7295117
0xa6db4f00321b35548b4ceeacbe54c3d4c34b33bc,356.1459023
0x68179f276f9b46a0e66f8900cf073e395cf8888c,144
0x4967f8e579a03ac67ba43d20080bb8b70ed12d45,143.1618896
0xf534e1b210319e8a94f69db9c5423eca4295cb5c,139.8571429
0xa34c11996245dfdaa2c84dfa148d3be6d5f7d578,137
0x48b2a37603be225891af6d4f9e91f05488e1c471,134.2971338
0xc78cd583ab1443356d745af6a450a9c0f978f2a2,134
0xf756a96f65af4d3d3ff297113f2d6f257e332160,133
0xc1d7bd88f3c637948e8346dcf834cd42df630e59,133
0xb65e7fd4a2bf78c1c048d47dfec7b5d11645351e,132.48
0x7f1ef20773d3404fdc4906efb04666bb96a44af8,483.225127
0x0a387d79ff82649cf0ff92f9e8a6917d01ca7309,130
0x737e0802f500b49ef0d2a275b3a1b70c3429aa2b,130
0xd9d29aa82fb03c2749375ca010f77ed88f799d73,130
0xa85ce272a52b91f3847dc3b93278527095b583c3,130
0x6fc27dad9e166258d9c9251f051eaca537d8c723,130
0xf0b18702e65be8a458b3d83bcca8ab18f49f63ad,130
0x3e6b74838041d2c88a25cabd51e2b4c18672a9ab,130
0x6c9cece57d9e13bd5453f413fb7bcc4707366d9b,130
0x5ea8ff7fc14ec0931f4c75ad634dd0d13a172ae8,130
0x5ba1a0d6fc380855db297191f13d6e135ca309e2,130
0x57c0e6233892ae1d4dea54677c5ddb689895bb5e,130
0x9093ad1bf01cd5b52674a1cc83317ef2c719047b,130
0x1eb4bb916ecb405896df4f233001dcb9c2ae5ed5,130
0xa4d313f6e8bb7ff51e534a60ffd9074435991925,130
0xde3d19452414b1a8cd06f66a07b199bef8fff733,130
0x005628e5a69992e08aceba34139d9c167968013c,130
0xd8a8e740cfbeda9c1c1792ba86fc998a6705d9d7,130
0xeef2d11463d65aa0ddd92496ab1fbb67b580ac10,130
0xa5fe10fe6f1d3b51708de35235242d86f719d24e,130
0x789af6b385600593a5d1549c80bbb79380069070,130
0x7dfbf463b5de897c859c3053d4d614d0c4ca6b34,130
0x57c217f8920fb2e919c7cdaf3dbb56d4f763584d,130
0x0315895570a2fa3e6d27082d0ed3966de5c1397a,130
0x45172b147ef9fe627568bc7e3b46235ae4dafcb6,130
0x1d0429cde9ec24e438d49c6ee40b6a69d9ee8d98,130
